Date,Open,High,Low,Close,Volume,Adj Close
2016-01-01,893.0,902.4,891.0,896.05,552400,407.1072
2016-01-04,888.9,896.5,875.0,891.45,1202000,405.0172
2016-01-05,892.9,907.8,880.3,902.65,1987400,410.1058
2016-01-06,907.4,919.5,896.0,912.3,3028900,414.4901
2016-01-07,915.85,919.5,879.85,884.25,1677700,401.746
2016-01-08,892.0,907.5,890.4,903.55,1350100,410.5147
2016-01-11,902.5,902.5,885.4,888.05,1533900,403.4725
2016-01-12,888.05,899.3,882.35,890.15,2505000,404.4266
2016-01-13,896.9,902.5,868.0,895.9,3105500,407.039
2016-01-14,881.0,919.8,878.5,909.4,2158400,413.1726
2016-01-15,910.8,947.0,909.65,932.55,5982600,423.6904
2016-01-18,930.55,939.25,889.55,896.6,2733000,407.35699999999997
2016-01-19,898.0,906.25,882.0,895.8,1918200,406.9936
2016-01-20,893.0,901.8,875.5,885.5,4214900,402.3139
2016-01-21,892.0,898.7,865.5,875.55,2166300,397.7933
2016-01-22,879.0,888.3,871.7,883.25,1574700,401.2917
2016-01-25,883.55,886.65,868.05,877.9,1914500,398.861
2016-01-26,877.9,877.9,877.9,877.9,0,398.861
2016-01-27,878.8,888.5,868.85,870.6,3477500,395.5443
2016-01-28,871.5,877.5,861.0,868.9,4540800,394.772
2016-01-29,868.9,906.5,865.7,893.15,3131300,405.7896
2016-02-01,891.0,893.25,871.7,880.15,1849600,399.8833
2016-02-02,873.0,874.3,845.6,850.3,1892900,397.6153
2016-02-03,845.65,857.4,825.5,829.55,2836200,387.9122
2016-02-04,835.0,852.0,824.2,831.75,3376100,388.941
2016-02-05,836.8,846.5,826.6,843.0,1611500,394.2017
2016-02-08,843.0,853.1,823.4,825.2,1208600,385.8781
2016-02-09,821.9,839.5,816.7,824.9,3644800,385.7378
2016-02-10,828.75,841.9,812.95,837.55,1580000,391.6532
2016-02-11,834.8,837.55,812.05,817.75,2177100,382.3943
2016-02-12,821.7,822.7,762.3,772.8,4669600,361.3749
2016-02-15,799.7,808.6,776.65,779.75,3054100,364.6249
2016-02-16,783.7,783.7,731.85,751.0,4009600,351.1809
2016-02-17,759.0,785.5,755.0,780.95,4036500,365.186
2016-02-18,791.05,799.75,780.9,789.75,4174500,369.301
2016-02-19,790.0,790.0,761.5,765.85,3392600,358.125
2016-02-22,765.0,769.95,749.45,759.4,2791400,355.1089
2016-02-23,760.1,761.95,731.15,736.05,2632300,344.19
2016-02-24,741.5,772.7,739.05,768.9,4623200,359.5512
2016-02-25,768.45,769.75,745.55,764.15,4230300,357.33
2016-02-26,777.0,777.0,750.0,764.7,2462900,357.5872
2016-02-29,761.05,788.0,740.0,769.25,19586400,359.7149
2016-03-01,769.25,799.85,769.0,793.7,1956600,371.1481
2016-03-02,799.0,815.0,783.0,786.6,2309200,367.82800000000003
2016-03-03,787.4,792.85,771.3,789.95,2604800,372.7113
2016-03-04,792.9,817.9,786.9,815.2,3425400,384.6247
2016-03-07,815.2,815.2,815.2,815.2,0,384.6247
2016-03-08,819.8,834.85,807.5,820.9,3000200,387.3141
2016-03-09,813.5,822.0,796.6,799.35,3867000,377.1464
2016-03-10,808.8,808.8,788.3,794.15,3109700,374.69300000000004
2016-03-11,798.0,814.95,795.0,803.65,2669200,379.1752
2016-03-14,807.0,812.95,797.0,804.75,2021200,379.6942
2016-03-15,806.0,819.9,805.55,810.9,2160200,382.5959
2016-03-16,821.7,823.25,815.1,818.4,3299000,386.1345
2016-03-17,827.65,869.4,825.0,864.85,8150500,408.0504
2016-03-18,860.0,863.85,852.3,856.9,3403600,404.2995
2016-03-21,864.75,879.9,860.35,870.05,3372400,410.5038
2016-03-22,865.5,887.8,860.55,870.7,2993100,410.8105
2016-03-23,874.9,880.0,864.2,868.5,2328600,409.7725
2016-03-24,868.5,868.5,868.5,868.5,0,409.7725
2016-03-25,868.5,868.5,868.5,868.5,0,409.7725
2016-03-28,871.5,887.2,863.55,873.6,3521600,412.1788
2016-03-29,877.55,889.35,869.7,874.0,3206700,412.3675
2016-03-30,878.35,907.5,872.05,901.15,4836800,425.1773
2016-03-31,903.9,921.9,898.95,904.3,5618500,426.6635
2016-04-01,900.0,900.0,885.2,887.25,1898300,418.6191
2016-04-04,895.0,897.4,880.6,887.0,1872500,418.5011
2016-04-05,899.0,909.9,884.0,890.4,3281500,420.1053
2016-04-06,897.0,898.0,878.55,890.15,3559900,419.9873
2016-04-07,897.85,903.8,883.4,885.05,3185800,417.5811
2016-04-08,887.0,901.5,880.2,899.65,1207500,424.4696
2016-04-11,893.1,919.85,893.1,917.2,2151600,432.75
2016-04-12,928.6,939.8,917.95,920.85,3015500,434.4721
2016-04-13,925.0,933.0,916.0,925.65,2084500,436.7368
2016-04-14,925.65,925.65,925.65,925.65,0,436.7368
2016-04-15,925.65,925.65,925.65,925.65,0,436.7368
2016-04-18,925.0,979.7,925.0,969.9,4077500,457.6147
2016-04-19,969.9,969.9,969.9,969.9,0,457.6147
2016-04-20,968.05,969.7,951.05,954.25,2637000,450.2308
2016-04-21,954.25,984.95,954.25,970.75,2139000,458.0157
2016-04-22,962.0,977.95,960.3,965.9,1318400,455.7274
2016-04-25,960.1,982.0,958.75,978.3,1308900,461.5779
2016-04-26,972.1,983.85,970.8,975.8,1986200,460.3984
2016-04-27,971.0,994.75,971.0,982.35,1570600,463.4888
2016-04-28,982.0,989.25,958.4,962.75,2403900,454.2412
2016-04-29,960.0,981.5,960.0,978.0,1149500,461.4364
2016-05-02,982.0,987.2,966.0,969.55,823300,457.4495
2016-05-03,974.9,976.0,951.2,953.9,1743400,450.0656
2016-05-04,947.25,962.0,943.3,947.05,1400900,446.8337
2016-05-05,949.0,951.2,929.15,938.8,1404500,442.9412
2016-05-06,933.0,945.0,927.7,939.2,2426400,443.1299
2016-05-09,943.0,950.0,932.6,937.0,1874200,442.0919
2016-05-10,941.2,942.9,925.1,927.35,2111500,437.5389
2016-05-11,918.55,927.55,908.5,919.55,2099000,433.8587
2016-05-12,917.1,933.35,917.1,926.45,1337600,437.1143
2016-05-13,924.25,935.0,919.45,927.8,1091400,437.7512
2016-05-16,928.0,930.9,915.55,922.7,1365400,435.345
2016-05-17,930.15,948.55,930.0,945.3,2049500,446.00800000000004
2016-05-18,942.1,958.1,930.45,933.1,2926400,440.2518
2016-05-19,931.8,949.5,931.0,943.25,2041900,445.0408
2016-05-20,944.3,947.25,918.0,920.5,1590900,434.30699999999996
2016-05-23,926.8,932.1,911.0,921.9,1464100,434.9675
2016-05-24,916.0,925.15,890.6,895.95,2065900,422.7239
2016-05-25,904.5,940.7,881.15,917.4,1579000,432.8443
2016-05-26,921.0,931.0,907.1,926.8,2414500,437.2794
2016-05-27,951.0,1024.7,947.45,1012.0,11769800,477.4782
2016-05-30,1020.0,1023.95,993.6,999.45,2620300,471.5569
2016-05-31,999.45,1007.95,973.95,980.5,4664500,462.6159
