Date,Open,High,Low,Close,Volume,Adj Close
2016-01-01,653.2000099999999,658.4500099999999,648.5,655.34998,556000,653.09208
2016-01-04,652.0499900000001,653.7999900000001,639.40002,645.65002,631500,643.42555
2016-01-05,646.2000099999999,649.9500099999999,638.0499900000001,640.84998,642200,638.6420400000001
2016-01-06,639.7000099999999,655.9500099999999,638.7000099999999,652.09998,1234000,649.8532799999999
2016-01-07,648.0,650.0,629.0,637.4500099999999,732300,635.25379
2016-01-08,637.2999900000001,645.0,614.0,622.34998,1553400,620.20578
2016-01-11,617.40002,617.40002,604.25,610.0499900000001,1668600,607.94817
2016-01-12,609.0,616.90002,605.7000099999999,611.4500099999999,1278500,609.34337
2016-01-13,615.25,615.9500099999999,596.09998,608.65002,794100,606.55303
2016-01-14,603.40002,617.0499900000001,596.75,614.2999900000001,986500,612.18352
2016-01-15,616.0,616.9500099999999,602.34998,609.09998,1119400,607.00143
2016-01-18,608.0,608.0499900000001,586.40002,591.0499900000001,1435000,589.01363
2016-01-19,590.34998,600.7999900000001,583.0,598.0499900000001,849400,595.98951
2016-01-20,594.7999900000001,603.15002,588.0,593.15002,1002700,591.1064299999999
2016-01-21,600.25,601.4500099999999,576.5499900000001,580.25,1452400,578.25085
2016-01-22,582.7999900000001,588.5,577.40002,581.90002,1297100,579.8951900000001
2016-01-25,590.0,590.0,579.2000099999999,580.59998,910500,578.5996200000001
2016-01-26,580.59998,580.59998,580.59998,580.59998,0,578.5996200000001
2016-01-27,582.0,587.65002,572.2999900000001,580.5,982500,578.49999
2016-01-28,581.0,585.5,575.0,577.7999900000001,1336900,575.80928
2016-01-29,579.9500099999999,592.0,578.09998,585.09998,1146000,583.08411
2016-02-01,591.90002,605.9500099999999,589.15002,599.4500099999999,1045300,597.3847099999999
2016-02-02,601.0,606.0499900000001,562.0,574.0,1779100,572.02238
2016-02-03,570.0,578.7999900000001,559.40002,562.0499900000001,1188600,560.1135400000001
2016-02-04,567.0,570.40002,540.0499900000001,550.40002,1614000,548.50372
2016-02-05,555.0,573.2999900000001,544.09998,570.15002,864000,568.1856700000001
2016-02-08,574.9500099999999,575.75,561.09998,566.84998,1264300,564.8969900000001
