Date,Open,High,Low,Close,Volume,Adj Close
2016-01-01,142.95,144.45,142.2,143.2,1017000,143.2
2016-01-04,141.25,142.4,134.65,135.6,2764900,135.6
2016-01-05,136.25,138.0,134.45,135.35,1940900,135.35
2016-01-06,135.5,138.0,133.8,134.5,3795000,134.5
2016-01-07,133.65,135.25,131.05,133.4,3126000,133.4
2016-01-08,132.05,134.0,131.55,133.1,1943500,133.1
2016-01-11,132.4,132.55,129.25,129.8,2888600,129.8
2016-01-12,130.35,130.85,123.85,125.85,3284500,125.85
2016-01-13,126.15,127.4,120.0,121.1,4216600,121.1
2016-01-14,119.5,121.8,117.1,119.3,6472400,119.3
2016-01-15,120.25,121.9,111.5,112.75,4673500,112.75
2016-01-18,112.05,113.45,109.65,111.45,4136200,111.45
2016-01-19,112.2,117.95,110.55,116.7,2423200,116.7
2016-01-20,115.65,118.5,112.2,117.55,4620700,117.55
2016-01-21,118.5,120.0,113.15,113.95,5234600,113.95
2016-01-22,113.95,115.8,105.5,106.85,16875400,106.85
2016-01-25,108.0,109.05,104.75,106.95,6289000,106.95
2016-01-26,106.95,106.95,106.95,106.95,0,106.95
2016-01-27,107.3,110.6,106.3,109.5,8929000,109.5
2016-01-28,108.5,110.0,104.05,104.6,10576700,104.6
2016-01-29,105.2,106.8,102.3,103.15,5696000,103.15
2016-02-01,104.05,105.65,103.4,105.1,5130400,105.1
2016-02-02,105.0,106.85,103.2,104.05,6507800,104.05
2016-02-03,102.75,104.65,99.75,103.5,4031300,103.5
2016-02-04,105.0,105.3,99.15,100.0,4558200,100.0
2016-02-05,100.9,101.9,99.8,101.4,3377100,101.4
2016-02-08,101.5,104.7,101.45,102.05,2326700,102.05
2016-02-09,101.0,103.45,100.0,102.2,1762200,102.2
2016-02-10,104.9,104.9,97.2,100.05,3052900,100.05
2016-02-11,100.1,103.9,98.8,101.15,5373900,101.15
2016-02-12,101.7,111.25,100.2,109.65,6935400,109.65
2016-02-15,109.5,112.2,107.2,109.2,4531700,109.2
2016-02-16,111.5,112.35,104.75,105.15,3618200,105.15
2016-02-17,104.2,108.6,103.5,108.0,2619200,108.0
2016-02-18,109.0,109.4,105.0,107.7,4073100,107.7
2016-02-19,105.8,110.0,105.5,108.4,5041700,108.4
2016-02-22,108.5,110.95,108.15,109.5,1909000,109.5
2016-02-23,109.5,110.0,104.25,106.75,2581900,106.75
2016-02-24,106.0,108.25,104.25,104.7,2789600,104.7
2016-02-25,105.1,107.55,103.65,106.25,6941900,106.25
2016-02-26,106.25,106.45,103.35,105.65,2028400,105.65
2016-02-29,105.0,106.25,102.8,104.3,4249600,104.3
2016-03-01,104.0,106.0,103.15,105.45,3560000,105.45
2016-03-02,105.7,108.5,105.4,106.75,2916500,106.75
2016-03-03,107.0,109.7,106.25,108.35,2896600,108.35
2016-03-04,108.5,109.35,104.5,105.65,3907700,105.65
2016-03-07,105.65,105.65,105.65,105.65,0,105.65
2016-03-08,106.0,107.1,104.65,105.9,8377200,105.9
2016-03-09,105.9,107.25,103.6,106.1,1909500,106.1
2016-03-10,107.0,107.05,104.0,104.65,3580600,104.65
2016-03-11,103.6,105.95,101.3,102.2,3564600,102.2
2016-03-14,103.0,103.45,101.1,101.3,3130800,101.3
2016-03-15,101.2,101.5,98.8,99.1,4384900,99.1
2016-03-16,99.25,99.55,98.05,98.4,3697300,98.4
2016-03-17,99.25,101.5,98.75,100.5,8949400,100.5
2016-03-18,102.4,103.5,101.2,102.05,6464600,102.05
2016-03-21,102.2,103.0,101.55,102.05,4141500,102.05
2016-03-22,102.5,102.95,101.5,102.05,5035300,102.05
2016-03-23,102.5,106.5,102.0,104.95,9142800,104.95
2016-03-24,104.95,104.95,104.95,104.95,0,104.95
2016-03-25,104.95,104.95,104.95,104.95,0,104.95
2016-03-28,105.5,106.35,103.5,105.35,5280200,105.35
2016-03-29,105.6,108.4,105.4,107.35,3830300,107.35
2016-03-30,108.65,110.45,106.75,109.2,4376700,109.2
2016-03-31,108.5,115.1,107.75,110.2,10301600,110.2
2016-04-01,110.5,110.8,106.4,107.1,4306700,107.1
2016-04-04,107.3,114.3,107.3,113.45,7192900,113.45
2016-04-05,113.5,113.5,108.75,109.4,4505800,109.4
2016-04-06,109.4,113.5,109.35,111.1,3286800,111.1
2016-04-07,111.8,111.8,108.85,109.35,1656500,109.35
2016-04-08,109.4,110.0,107.25,109.05,1779600,109.05
2016-04-11,109.6,115.5,108.75,115.2,4961700,115.2
2016-04-12,116.0,116.8,112.3,113.05,4362900,113.05
2016-04-13,114.9,116.7,113.6,114.65,6911400,114.65
2016-04-14,114.65,114.65,114.65,114.65,0,114.65
2016-04-15,114.65,114.65,114.65,114.65,0,114.65
2016-04-18,115.2,122.0,115.2,120.7,7575600,120.7
2016-04-19,120.7,120.7,120.7,120.7,0,120.7
2016-04-20,121.0,121.45,116.6,116.9,5379800,116.9
2016-04-21,116.75,118.65,115.7,117.0,3535200,117.0
2016-04-22,115.1,118.5,115.0,117.65,2569400,117.65
2016-04-25,117.45,119.15,117.0,118.15,2909000,118.15
2016-04-26,118.1,124.4,118.1,123.75,6112700,123.75
2016-04-27,123.5,127.6,123.05,125.0,5653100,125.0
2016-04-28,125.05,128.35,125.05,126.5,8621900,126.5
2016-04-29,122.5,124.8,115.3,118.55,14291300,118.55
2016-05-02,118.0,119.7,116.1,117.7,3489000,117.7
2016-05-03,118.0,121.25,117.0,119.9,3611000,119.9
2016-05-04,118.55,121.05,117.35,119.85,2419600,119.85
2016-05-05,120.8,120.95,111.6,113.5,6199000,113.5
2016-05-06,113.0,114.8,112.05,114.2,4157200,114.2
2016-05-09,114.5,115.45,112.5,113.45,3561400,113.45
2016-05-10,114.1,114.5,112.25,112.75,3248800,112.75
2016-05-11,112.3,117.45,109.8,110.8,11957300,110.8
2016-05-12,111.8,113.25,111.2,111.95,2993600,111.95
2016-05-13,112.45,114.4,111.95,113.55,4810800,113.55
2016-05-16,113.85,114.05,110.5,112.1,2739600,112.1
2016-05-17,112.8,114.65,110.75,111.2,4272100,111.2
2016-05-18,110.5,111.25,109.35,110.5,2842200,110.5
2016-05-19,110.6,110.95,106.75,107.55,3256000,107.55
2016-05-20,108.0,111.4,107.45,109.15,4363200,109.15
2016-05-23,109.75,111.0,108.65,110.2,3785000,110.2
2016-05-24,110.0,110.9,105.35,107.4,6318700,107.4
2016-05-25,105.3,110.6,105.3,109.55,5384100,109.55
2016-05-26,110.0,114.8,110.0,113.8,7679500,113.8
2016-05-27,113.9,115.4,112.0,113.0,4327300,113.0
2016-05-30,112.8,117.35,112.0,113.45,4894800,113.45
2016-05-31,114.45,116.2,111.7,114.95,12823700,114.95
2016-06-01,115.75,118.25,114.45,117.75,4208300,117.75
2016-06-02,115.5,121.8,115.5,118.55,7531300,118.55
2016-06-03,113.3,114.3,104.2,105.45,209414900,105.45
2016-06-06,105.9,106.5,104.0,106.0,12669500,106.0
2016-06-07,106.5,106.9,104.8,105.35,8311500,105.35
2016-06-08,106.5,106.85,104.65,105.1,7603000,105.1
2016-06-09,105.4,105.6,104.15,104.9,5042600,104.9
2016-06-10,104.3,105.35,103.15,103.5,5493400,103.5
2016-06-13,102.25,102.9,99.45,99.85,10962300,99.85
2016-06-14,99.5,100.7,98.55,99.75,8515600,99.75
2016-06-15,100.1,102.15,100.1,100.5,6559000,100.5
2016-06-16,100.6,101.1,99.5,100.0,5238100,100.0
2016-06-17,100.65,101.6,99.85,101.2,4974500,101.2
2016-06-20,100.5,103.55,100.25,103.0,7223100,103.0
2016-06-21,103.0,103.45,102.0,102.2,3347800,102.2
2016-06-22,101.95,102.8,101.15,101.5,4021900,101.5
2016-06-23,102.0,102.3,101.3,101.6,3787100,101.6
2016-06-24,99.4,100.0,96.55,99.55,6302700,99.55
2016-06-27,100.7,101.1,99.7,100.35,5395600,100.35
2016-06-28,101.35,105.15,100.7,104.35,15006500,104.35
2016-06-29,105.75,105.75,104.4,105.0,7655400,105.0
2016-06-30,106.0,108.15,105.25,106.6,42462100,106.6
2016-07-01,107.0,107.45,105.7,106.05,5353000,106.05
2016-07-04,105.5,107.8,105.5,106.3,7458700,106.3
2016-07-05,106.5,106.5,104.8,105.3,4205000,105.3
2016-07-06,105.3,105.3,105.3,105.3,0,105.3
2016-07-07,105.5,106.45,104.4,104.75,3370900,104.75
2016-07-08,104.0,104.2,100.5,102.0,5968200,102.0
2016-07-11,103.9,103.9,102.8,103.3,2178000,103.3
2016-07-12,103.55,104.5,102.6,104.3,3416300,104.3
2016-07-13,104.5,107.2,104.05,106.6,6386400,106.6
2016-07-14,106.75,108.25,106.0,107.6,4891500,107.6
2016-07-15,108.0,111.65,107.95,111.1,10279100,111.1
2016-07-18,112.25,112.65,102.6,103.85,14281400,103.85
2016-07-19,104.7,106.75,102.8,106.3,7649100,106.3
2016-07-20,106.4,107.35,105.0,105.35,4013600,105.35
2016-07-21,105.6,106.45,105.0,105.45,3435300,105.45
2016-07-22,105.3,107.5,105.2,106.7,2870900,106.7
2016-07-25,106.9,107.75,106.05,107.4,3762400,107.4
2016-07-26,107.25,109.2,106.85,107.95,4193300,107.95
2016-07-27,108.0,109.0,105.2,106.3,4545400,106.3
2016-07-28,107.65,108.2,104.5,105.05,5858200,105.05
2016-07-29,104.8,105.9,104.0,104.7,3868500,104.7
2016-08-01,105.05,105.7,103.2,103.9,2678300,103.9
2016-08-02,104.1,105.35,102.3,103.95,6967000,103.95
2016-08-03,105.0,105.9,103.55,104.6,3480600,104.6
2016-08-04,105.25,105.8,103.45,105.5,3439400,105.5
2016-08-05,105.5,107.0,105.0,106.2,2739400,106.2
2016-08-08,106.2,106.25,102.5,103.1,10388800,103.1
2016-08-09,98.0,99.5,96.75,97.15,28022900,97.15
2016-08-10,96.95,98.0,92.5,92.95,14646700,92.95
2016-08-11,93.5,96.2,93.2,95.45,15064100,95.45
2016-08-12,96.0,96.0,93.15,93.95,10140200,93.95
2016-08-15,93.95,93.95,93.95,93.95,0,93.95
2016-08-16,94.8,95.0,92.95,94.75,7629100,94.75
2016-08-17,95.0,95.3,92.9,93.25,9323600,93.25
2016-08-18,94.05,94.55,93.45,93.65,4512300,93.65
2016-08-19,93.9,94.2,93.1,93.6,4599400,93.6
2016-08-22,95.0,95.0,93.5,94.5,5088000,94.5
2016-08-23,95.0,102.0,94.55,101.0,26221400,101.0
2016-08-24,98.6,98.9,97.0,98.35,14394800,98.35
2016-08-25,98.05,98.55,95.2,95.65,9490900,95.65
2016-08-26,95.15,95.7,93.2,93.95,6069700,93.95
2016-08-29,93.5,95.25,93.1,94.45,4411500,94.45
2016-08-30,94.95,95.2,93.3,93.8,5065900,93.8
2016-08-31,93.7,94.45,93.2,93.45,7054500,93.45
2016-09-01,93.1,93.7,83.1,83.65,62238700,83.65
2016-09-02,82.1,85.15,80.6,84.45,50448800,84.45
2016-09-05,84.45,84.45,84.45,84.45,0,84.45
2016-09-06,83.75,85.3,82.25,84.85,24026500,84.85
2016-09-07,83.65,84.85,83.25,83.7,13850600,83.7
2016-09-08,83.7,85.35,83.6,84.5,12383200,84.5
2016-09-09,84.5,85.15,83.45,83.6,6334800,83.6
2016-09-12,82.5,83.8,82.05,82.8,8544800,82.8
2016-09-13,82.8,82.8,82.8,82.8,0,82.8
2016-09-14,82.85,84.15,82.8,83.75,5343800,83.75
2016-09-15,83.6,85.1,83.05,84.5,6273100,84.5
2016-09-16,84.65,86.05,83.5,85.15,9389100,85.15
2016-09-19,84.3,85.7,84.3,84.85,3340200,84.85
2016-09-20,85.2,85.2,83.65,83.9,3768700,83.9
2016-09-21,84.3,84.7,83.8,84.45,5714000,84.45
2016-09-22,84.9,84.9,83.0,83.35,6186800,83.35
2016-09-23,83.4,83.5,82.1,82.5,5772800,82.5
2016-09-26,82.3,82.5,80.0,80.3,7827500,80.3
2016-09-27,79.9,80.5,79.15,79.55,9748400,79.55
2016-09-28,79.5,83.2,79.5,82.5,10044000,82.5
2016-09-29,82.95,83.1,78.5,79.8,13390600,79.8
2016-09-30,78.0,81.2,78.0,79.1,9836100,79.1
2016-10-03,80.1,81.4,79.0,81.1,6320600,81.1
2016-10-04,80.5,81.9,80.1,81.2,5319400,81.2
2016-10-05,82.3,82.6,79.5,79.95,10691600,79.95
2016-10-06,80.05,80.8,79.55,79.95,4704500,79.95
2016-10-07,80.55,80.55,79.55,80.0,4357900,80.0
2016-10-10,80.5,80.75,79.7,79.85,2035100,79.85
2016-10-11,79.85,79.85,79.85,79.85,0,79.85
2016-10-12,79.85,79.85,79.85,79.85,0,79.85
2016-10-13,79.75,80.05,75.7,76.05,11479700,76.05
2016-10-14,76.4,76.8,74.45,74.7,7388900,74.7
2016-10-17,75.0,75.35,72.05,72.25,7458900,72.25
2016-10-18,72.75,73.8,71.1,72.8,12077200,72.8
2016-10-19,72.65,78.2,72.55,76.3,9686600,76.3
2016-10-20,78.05,79.95,77.55,78.3,11699500,78.3
2016-10-21,78.3,80.6,77.4,80.0,9529000,80.0
2016-10-24,78.1,79.4,76.2,76.8,15832800,76.8
2016-10-25,74.05,76.95,74.05,75.3,20412100,75.3
2016-10-26,75.95,79.7,75.15,78.7,18478600,78.7
2016-10-27,78.0,79.0,76.2,77.5,19099200,77.5
2016-10-28,78.0,78.6,76.0,76.2,6669500,76.2
2016-10-31,76.2,76.2,76.2,76.2,0,76.2
2016-11-01,76.8,77.85,76.35,76.6,4494000,76.6
2016-11-02,76.0,76.2,74.05,74.3,5945700,74.3
2016-11-03,74.0,75.95,73.2,73.55,7406900,73.55
2016-11-04,73.8,74.45,71.6,72.15,6357900,72.15
2016-11-07,73.9,74.1,72.5,73.2,4510900,73.2
2016-11-08,72.95,73.7,71.75,73.0,5116800,73.0
2016-11-09,69.0,72.7,65.8,72.3,10839900,72.3
2016-11-10,72.9,74.45,72.6,73.05,4783800,73.05
2016-11-11,72.7,72.8,69.8,69.95,6117600,69.95
2016-11-14,69.95,69.95,69.95,69.95,0,69.95
2016-11-15,70.9,72.2,69.1,71.35,6970000,71.35
2016-11-16,72.8,72.8,69.6,70.55,6466400,70.55
2016-11-17,70.0,71.45,69.5,69.95,4351200,69.95
2016-11-18,70.6,71.8,69.3,71.1,4389400,71.1
2016-11-21,71.1,72.4,70.75,71.1,9381600,71.1
2016-11-22,71.4,71.95,70.45,70.95,9318200,70.95
2016-11-23,71.5,73.4,71.0,72.9,4517500,72.9
